House_ID,Month,Average_Units,Current_Units,Theft_Label,Difference,Deviation_%,Usage_Ratio,High_Usage_Flag,Low_Usage_Flag,Target,Month_Encoded,Prediction,Theft_Status,AI_Reason
H856,Nov,366,376,0.0,10,2.73224043715847,1.0273224043715847,0,0,0.0,9.0,0,Normal,Normal usage
H856,Dec,409,422,0.0,13,3.1784841075794623,1.0317848410757946,1,0,0.0,2.0,0,Normal,Very high usage detected
H857,Jan,393,405,0.0,12,3.0534351145038165,1.0305343511450382,1,0,0.0,4.0,0,Normal,Very high usage detected
H857,Feb,325,296,0.0,-29,-8.923076923076923,0.9107692307692308,0,0,0.0,3.0,0,Normal,Normal usage
H857,Mar,325,322,0.0,-3,-0.9230769230769231,0.9907692307692307,0,0,0.0,7.0,0,Normal,Normal usage
H857,Apr,325,315,0.0,-10,-3.076923076923077,0.9692307692307692,0,0,0.0,0.0,0,Normal,Normal usage
H857,May,418,410,0.0,-8,-1.9138755980861244,0.9808612440191388,1,0,0.0,8.0,0,Normal,Very high usage detected
H857,Jun,439,436,0.0,-3,-0.683371298405467,0.9931662870159453,1,0,0.0,6.0,0,Normal,Very high usage detected
H857,Jul,460,325,1.0,-135,-29.347826086956523,0.7065217391304348,0,0,0.0,5.0,0,Normal,Normal usage
H857,Aug,325,300,0.0,-25,-7.6923076923076925,0.9230769230769231,0,0,0.0,1.0,0,Normal,Normal usage
H857,Sep,325,331,0.0,6,1.8461538461538463,1.0184615384615385,0,0,0.0,11.0,0,Normal,Normal usage
H857,Oct,325,297,0.0,-28,-8.615384615384615,0.9138461538461539,0,0,0.0,10.0,0,Normal,Normal usage
H857,Nov,325,336,0.0,11,3.3846153846153846,1.0338461538461539,0,0,0.0,9.0,0,Normal,Normal usage
H857,Dec,377,405,0.0,28,7.427055702917771,1.0742705570291777,1,0,0.0,2.0,0,Normal,Very high usage detected
H858,Jan,250,252,0.0,2,0.8,1.008,0,0,0.0,4.0,0,Normal,Normal usage
H858,Feb,196,220,0.0,24,12.244897959183673,1.1224489795918366,0,0,0.0,3.0,0,Normal,Normal usage
H858,Mar,196,210,0.0,14,7.142857142857142,1.0714285714285714,0,0,0.0,7.0,0,Normal,Normal usage
H858,Apr,196,211,0.0,15,7.653061224489796,1.0765306122448979,0,0,0.0,0.0,0,Normal,Normal usage
H858,May,304,313,0.0,9,2.9605263157894735,1.0296052631578947,0,0,0.0,8.0,0,Normal,Normal usage
H858,Jun,330,334,0.0,4,1.2121212121212122,1.0121212121212122,0,0,0.0,6.0,0,Normal,Normal usage
H858,Jul,306,325,0.0,19,6.209150326797386,1.0620915032679739,0,0,0.0,5.0,0,Normal,Normal usage
H858,Aug,196,112,1.0,-84,-42.857142857142854,0.5714285714285714,0,0,1.0,1.0,1,Suspicious,Sudden drop in usage
H858,Sep,196,51,1.0,-145,-73.9795918367347,0.2602040816326531,0,1,1.0,11.0,1,Suspicious,"Sudden drop in usage, Very low usage (possible tampering)"
H858,Oct,196,212,0.0,16,8.16326530612245,1.0816326530612246,0,0,0.0,10.0,0,Normal,Normal usage
H858,Nov,196,173,0.0,-23,-11.73469387755102,0.8826530612244898,0,0,0.0,9.0,0,Normal,Normal usage
H858,Dec,275,279,0.0,4,1.4545454545454546,1.0145454545454546,0,0,0.0,2.0,0,Normal,Normal usage
H859,Jan,331,306,0.0,-25,-7.552870090634441,0.9244712990936556,0,0,0.0,4.0,0,Normal,Normal usage
H859,Feb,286,141,1.0,-145,-50.6993006993007,0.493006993006993,0,0,1.0,3.0,1,Suspicious,Sudden drop in usage
H859,Mar,286,310,0.0,24,8.391608391608392,1.083916083916084,0,0,0.0,7.0,0,Normal,Normal usage
H859,Apr,286,304,0.0,18,6.293706293706294,1.062937062937063,0,0,0.0,0.0,0,Normal,Normal usage
H859,May,418,407,0.0,-11,-2.631578947368421,0.9736842105263158,1,0,0.0,8.0,0,Normal,Very high usage detected
H859,Jun,378,378,0.0,0,0.0,1.0,0,0,0.0,6.0,0,Normal,Normal usage
H859,Jul,383,354,0.0,-29,-7.5718015665796345,0.9242819843342036,0,0,0.0,5.0,0,Normal,Normal usage
H859,Aug,286,309,0.0,23,8.041958041958042,1.0804195804195804,0,0,0.0,1.0,0,Normal,Normal usage
H859,Sep,286,289,0.0,3,1.048951048951049,1.0104895104895104,0,0,0.0,11.0,0,Normal,Normal usage
H859,Oct,286,274,0.0,-12,-4.195804195804196,0.958041958041958,0,0,0.0,10.0,0,Normal,Normal usage
H859,Nov,286,258,0.0,-28,-9.79020979020979,0.9020979020979021,0,0,0.0,9.0,0,Normal,Normal usage
H859,Dec,327,342,0.0,15,4.587155963302752,1.0458715596330275,0,0,0.0,2.0,0,Normal,Normal usage
H860,Jan,351,378,0.0,27,7.6923076923076925,1.0769230769230769,0,0,0.0,4.0,0,Normal,Normal usage
H860,Feb,287,195,1.0,-92,-32.05574912891986,0.6794425087108014,0,0,1.0,3.0,1,Suspicious,Normal usage
H860,Mar,287,299,0.0,12,4.181184668989547,1.0418118466898956,0,0,0.0,7.0,0,Normal,Normal usage
H860,Apr,287,317,0.0,30,10.452961672473867,1.1045296167247387,0,0,0.0,0.0,0,Normal,Normal usage
H860,May,427,436,0.0,9,2.107728337236534,1.0210772833723654,1,0,0.0,8.0,0,Normal,Very high usage detected
H860,Jun,388,373,0.0,-15,-3.865979381443299,0.961340206185567,0,0,0.0,6.0,0,Normal,Normal usage
H860,Jul,411,392,0.0,-19,-4.622871046228711,0.9537712895377128,0,0,0.0,5.0,0,Normal,Normal usage
H860,Aug,287,279,0.0,-8,-2.7874564459930316,0.9721254355400697,0,0,0.0,1.0,0,Normal,Normal usage
H860,Sep,287,276,0.0,-11,-3.8327526132404177,0.9616724738675958,0,0,0.0,11.0,0,Normal,Normal usage
H860,Oct,287,279,0.0,-8,-2.7874564459930316,0.9721254355400697,0,0,0.0,10.0,0,Normal,Normal usage
H860,Nov,287,276,0.0,-11,-3.8327526132404177,0.9616724738675958,0,0,0.0,9.0,0,Normal,Normal usage
H860,Dec,367,347,0.0,-20,-5.449591280653951,0.9455040871934605,0,0,0.0,2.0,0,Normal,Normal usage
H861,Jan,322,303,0.0,-19,-5.900621118012422,0.9409937888198758,0,0,0.0,4.0,0,Normal,Normal usage
H861,Feb,264,270,0.0,6,2.272727272727273,1.0227272727272727,0,0,0.0,3.0,0,Normal,Normal usage
H861,Mar,264,253,0.0,-11,-4.166666666666666,0.9583333333333334,0,0,0.0,7.0,0,Normal,Normal usage
H861,Apr,264,264,0.0,0,0.0,1.0,0,0,0.0,0.0,0,Normal,Normal usage
H861,May,382,409,0.0,27,7.068062827225131,1.0706806282722514,1,0,0.0,8.0,0,Normal,Very high usage detected
H861,Jun,373,353,0.0,-20,-5.361930294906166,0.9463806970509383,0,0,0.0,6.0,0,Normal,Normal usage
H861,Jul,345,356,0.0,11,3.1884057971014492,1.0318840579710145,0,0,0.0,5.0,0,Normal,Normal usage
H861,Aug,264,252,0.0,-12,-4.545454545454546,0.9545454545454546,0,0,0.0,1.0,0,Normal,Normal usage
H861,Sep,264,276,0.0,12,4.545454545454546,1.0454545454545454,0,0,0.0,11.0,0,Normal,Normal usage
H861,Oct,264,255,0.0,-9,-3.4090909090909087,0.9659090909090909,0,0,0.0,10.0,0,Normal,Normal usage
H861,Nov,264,240,0.0,-24,-9.090909090909092,0.9090909090909091,0,0,0.0,9.0,0,Normal,Normal usage
H861,Dec,325,331,0.0,6,1.8461538461538463,1.0184615384615385,0,0,0.0,2.0,0,Normal,Normal usage
H862,Jan,396,399,0.0,3,0.7575757575757576,1.0075757575757576,0,0,0.0,4.0,0,Normal,Normal usage
H862,Feb,320,790,1.0,470,146.875,2.46875,1,0,1.0,3.0,1,Suspicious,"Unusually high consumption, Usage ratio too high, Very high usage detected"
H862,Mar,320,318,0.0,-2,-0.625,0.99375,0,0,0.0,7.0,0,Normal,Normal usage
H862,Apr,320,292,0.0,-28,-8.75,0.9125,0,0,0.0,0.0,0,Normal,Normal usage
H862,May,446,455,0.0,9,2.0179372197309418,1.0201793721973094,1,0,0.0,8.0,0,Normal,Very high usage detected
H862,Jun,403,386,0.0,-17,-4.218362282878412,0.9578163771712159,0,0,0.0,6.0,0,Normal,Normal usage
H862,Jul,428,408,0.0,-20,-4.672897196261682,0.9532710280373832,1,0,0.0,5.0,0,Normal,Very high usage detected
H862,Aug,320,330,0.0,10,3.125,1.03125,0,0,0.0,1.0,0,Normal,Normal usage
H862,Sep,320,339,0.0,19,5.9375,1.059375,0,0,0.0,11.0,0,Normal,Normal usage
H862,Oct,320,324,0.0,4,1.25,1.0125,0,0,0.0,10.0,0,Normal,Normal usage
H862,Nov,320,333,0.0,13,4.0625,1.040625,0,0,0.0,9.0,0,Normal,Normal usage
H862,Dec,363,277,1.0,-86,-23.69146005509642,0.7630853994490359,0,0,0.0,2.0,0,Normal,Normal usage
H863,Jan,218,511,1.0,293,134.40366972477065,2.3440366972477062,1,0,1.0,4.0,1,Suspicious,"Unusually high consumption, Usage ratio too high, Very high usage detected"
H863,Feb,154,144,0.0,-10,-6.493506493506493,0.935064935064935,0,0,0.0,3.0,0,Normal,Normal usage
H863,Mar,154,141,0.0,-13,-8.441558441558442,0.9155844155844156,0,0,0.0,7.0,0,Normal,Normal usage
H863,Apr,154,135,0.0,-19,-12.337662337662337,0.8766233766233766,0,0,0.0,0.0,0,Normal,Normal usage
H863,May,248,532,1.0,284,114.51612903225808,2.1451612903225805,1,0,1.0,8.0,1,Suspicious,"Unusually high consumption, Usage ratio too high, Very high usage detected"
H863,Jun,237,258,0.0,21,8.860759493670885,1.0886075949367089,0,0,0.0,6.0,0,Normal,Normal usage
H863,Jul,304,275,0.0,-29,-9.539473684210527,0.9046052631578947,0,0,0.0,5.0,0,Normal,Normal usage
H863,Aug,154,58,1.0,-96,-62.33766233766234,0.37662337662337664,0,1,1.0,1.0,1,Suspicious,"Sudden drop in usage, Very low usage (possible tampering)"
H863,Sep,154,162,0.0,8,5.194805194805195,1.051948051948052,0,0,0.0,11.0,0,Normal,Normal usage
H863,Oct,154,184,0.0,30,19.480519480519483,1.1948051948051948,0,0,0.0,10.0,0,Normal,Normal usage
H863,Nov,154,149,0.0,-5,-3.2467532467532463,0.9675324675324676,0,0,0.0,9.0,0,Normal,Normal usage
H863,Dec,212,203,0.0,-9,-4.245283018867925,0.9575471698113207,0,0,0.0,2.0,0,Normal,Normal usage
H864,Jan,419,426,0.0,7,1.6706443914081146,1.0167064439140812,1,0,0.0,4.0,0,Normal,Very high usage detected
H864,Feb,342,329,0.0,-13,-3.8011695906432745,0.9619883040935673,0,0,0.0,3.0,0,Normal,Normal usage
H864,Mar,342,371,0.0,29,8.47953216374269,1.0847953216374269,0,0,0.0,7.0,0,Normal,Normal usage
H864,Apr,342,356,0.0,14,4.093567251461988,1.04093567251462,0,0,0.0,0.0,0,Normal,Normal usage
H864,May,466,458,0.0,-8,-1.7167381974248928,0.9828326180257511,1,0,0.0,8.0,0,Normal,Very high usage detected
H864,Jun,464,481,0.0,17,3.6637931034482754,1.0366379310344827,1,0,0.0,6.0,0,Normal,Very high usage detected
H864,Jul,480,466,0.0,-14,-2.9166666666666665,0.9708333333333333,1,0,0.0,5.0,0,Normal,Very high usage detected
H864,Aug,342,314,0.0,-28,-8.187134502923977,0.9181286549707602,0,0,0.0,1.0,0,Normal,Normal usage
H864,Sep,342,343,0.0,1,0.29239766081871343,1.0029239766081872,0,0,0.0,11.0,0,Normal,Normal usage
H864,Oct,342,360,0.0,18,5.263157894736842,1.0526315789473684,0,0,0.0,10.0,0,Normal,Normal usage
H864,Nov,342,335,0.0,-7,-2.046783625730994,0.97953216374269,0,0,0.0,9.0,0,Normal,Normal usage
H864,Dec,388,378,0.0,-10,-2.5773195876288657,0.9742268041237113,0,0,0.0,2.0,0,Normal,Normal usage
H865,Jan,272,260,0.0,-12,-4.411764705882353,0.9558823529411765,0,0,0.0,4.0,0,Normal,Normal usage
H865,Feb,231,204,0.0,-27,-11.688311688311687,0.8831168831168831,0,0,0.0,3.0,0,Normal,Normal usage
H865,Mar,231,246,0.0,15,6.493506493506493,1.0649350649350648,0,0,0.0,7.0,0,Normal,Normal usage
H865,Apr,231,260,0.0,29,12.554112554112553,1.1255411255411256,0,0,0.0,0.0,0,Normal,Normal usage
H865,May,372,393,0.0,21,5.64516129032258,1.0564516129032258,0,0,0.0,8.0,0,Normal,Normal usage
H865,Jun,347,332,0.0,-15,-4.322766570605188,0.9567723342939481,0,0,0.0,6.0,0,Normal,Normal usage
H865,Jul,348,354,0.0,6,1.7241379310344827,1.0172413793103448,0,0,0.0,5.0,0,Normal,Normal usage
H865,Aug,231,241,0.0,10,4.329004329004329,1.0432900432900434,0,0,0.0,1.0,0,Normal,Normal usage
H865,Sep,231,259,0.0,28,12.121212121212121,1.121212121212121,0,0,0.0,11.0,0,Normal,Normal usage
H865,Oct,231,213,0.0,-18,-7.792207792207792,0.922077922077922,0,0,0.0,10.0,0,Normal,Normal usage
H865,Nov,231,248,0.0,17,7.35930735930736,1.0735930735930737,0,0,0.0,9.0,0,Normal,Normal usage
H865,Dec,281,548,1.0,267,95.01779359430606,1.9501779359430604,1,0,1.0,2.0,1,Suspicious,"Unusually high consumption, Usage ratio too high, Very high usage detected"
H866,Jan,400,412,0.0,12,3.0,1.03,1,0,0.0,4.0,0,Normal,Very high usage detected
H866,Feb,330,334,0.0,4,1.2121212121212122,1.0121212121212122,0,0,0.0,3.0,0,Normal,Normal usage
H866,Mar,330,334,0.0,4,1.2121212121212122,1.0121212121212122,0,0,0.0,7.0,0,Normal,Normal usage
H866,Apr,330,321,0.0,-9,-2.727272727272727,0.9727272727272728,0,0,0.0,0.0,0,Normal,Normal usage
H866,May,462,442,0.0,-20,-4.329004329004329,0.9567099567099567,1,0,0.0,8.0,0,Normal,Very high usage detected
H866,Jun,420,420,0.0,0,0.0,1.0,1,0,0.0,6.0,0,Normal,Very high usage detected
H866,Jul,472,442,0.0,-30,-6.3559322033898304,0.9364406779661016,1,0,0.0,5.0,0,Normal,Very high usage detected
H866,Aug,330,310,0.0,-20,-6.0606060606060606,0.9393939393939394,0,0,0.0,1.0,0,Normal,Normal usage
H866,Sep,330,306,0.0,-24,-7.2727272727272725,0.9272727272727272,0,0,0.0,11.0,0,Normal,Normal usage
H866,Oct,330,301,0.0,-29,-8.787878787878787,0.9121212121212121,0,0,0.0,10.0,0,Normal,Normal usage
H866,Nov,330,330,0.0,0,0.0,1.0,0,0,0.0,9.0,0,Normal,Normal usage
H866,Dec,396,406,0.0,10,2.525252525252525,1.0252525252525253,1,0,0.0,2.0,0,Normal,Very high usage detected
H867,Jan,411,438,0.0,27,6.569343065693431,1.0656934306569343,1,0,0.0,4.0,0,Normal,Very high usage detected
H867,Feb,365,335,0.0,-30,-8.21917808219178,0.9178082191780822,0,0,0.0,3.0,0,Normal,Normal usage
H867,Mar,365,345,0.0,-20,-5.47945205479452,0.9452054794520548,0,0,0.0,7.0,0,Normal,Normal usage
H867,Apr,365,337,0.0,-28,-7.671232876712329,0.9232876712328767,0,0,0.0,0.0,0,Normal,Normal usage
H867,May,464,476,0.0,12,2.586206896551724,1.0258620689655173,1,0,0.0,8.0,0,Normal,Very high usage detected
H867,Jun,504,487,0.0,-17,-3.373015873015873,0.9662698412698413,1,0,0.0,6.0,0,Normal,Very high usage detected
H867,Jul,460,432,0.0,-28,-6.086956521739131,0.9391304347826087,1,0,0.0,5.0,0,Normal,Very high usage detected
H867,Aug,365,391,0.0,26,7.123287671232877,1.0712328767123287,0,0,0.0,1.0,0,Normal,Normal usage
H867,Sep,365,374,0.0,9,2.4657534246575343,1.0246575342465754,0,0,0.0,11.0,0,Normal,Normal usage
H867,Oct,365,596,1.0,231,63.287671232876704,1.632876712328767,1,0,1.0,10.0,1,Suspicious,"Unusually high consumption, Usage ratio too high, Very high usage detected"
H867,Nov,365,345,0.0,-20,-5.47945205479452,0.9452054794520548,0,0,0.0,9.0,0,Normal,Normal usage
H867,Dec,412,430,0.0,18,4.368932038834951,1.0436893203883495,1,0,0.0,2.0,0,Normal,Very high usage detected
H868,Jan,411,404,0.0,-7,-1.70316301703163,0.9829683698296837,1,0,0.0,4.0,0,Normal,Very high usage detected
H868,Feb,361,380,0.0,19,5.263157894736842,1.0526315789473684,0,0,0.0,3.0,0,Normal,Normal usage
H868,Mar,361,390,0.0,29,8.033240997229916,1.080332409972299,0,0,0.0,7.0,0,Normal,Normal usage
H868,Apr,361,369,0.0,8,2.21606648199446,1.0221606648199446,0,0,0.0,0.0,0,Normal,Normal usage
H868,May,508,418,1.0,-90,-17.716535433070867,0.8228346456692913,1,0,0.0,8.0,0,Normal,Very high usage detected
H868,Jun,494,502,0.0,8,1.6194331983805668,1.0161943319838056,1,0,0.0,6.0,0,Normal,Very high usage detected
H868,Jul,487,514,0.0,27,5.544147843942506,1.055441478439425,1,0,0.0,5.0,0,Normal,Very high usage detected
H868,Aug,361,386,0.0,25,6.9252077562326875,1.0692520775623269,0,0,0.0,1.0,0,Normal,Normal usage
H868,Sep,361,373,0.0,12,3.32409972299169,1.0332409972299168,0,0,0.0,11.0,0,Normal,Normal usage
H868,Oct,361,335,0.0,-26,-7.202216066481995,0.9279778393351801,0,0,0.0,10.0,0,Normal,Normal usage
H868,Nov,361,359,0.0,-2,-0.554016620498615,0.9944598337950139,0,0,0.0,9.0,0,Normal,Normal usage
H868,Dec,406,381,0.0,-25,-6.157635467980295,0.9384236453201971,0,0,0.0,2.0,0,Normal,Normal usage
H869,Jan,323,310,0.0,-13,-4.024767801857585,0.9597523219814241,0,0,0.0,4.0,0,Normal,Normal usage
H869,Feb,274,269,0.0,-5,-1.824817518248175,0.9817518248175182,0,0,0.0,3.0,0,Normal,Normal usage
H869,Mar,274,303,0.0,29,10.583941605839415,1.1058394160583942,0,0,0.0,7.0,0,Normal,Normal usage
H869,Apr,274,244,0.0,-30,-10.948905109489052,0.8905109489051095,0,0,0.0,0.0,0,Normal,Normal usage
H869,May,372,386,0.0,14,3.763440860215054,1.0376344086021505,0,0,0.0,8.0,0,Normal,Normal usage
H869,Jun,422,428,0.0,6,1.4218009478672986,1.014218009478673,1,0,0.0,6.0,0,Normal,Very high usage detected
H869,Jul,372,223,1.0,-149,-40.053763440860216,0.5994623655913979,0,0,1.0,5.0,1,Suspicious,Sudden drop in usage
H869,Aug,274,267,0.0,-7,-2.5547445255474455,0.9744525547445255,0,0,0.0,1.0,0,Normal,Normal usage
H869,Sep,274,293,0.0,19,6.934306569343065,1.0693430656934306,0,0,0.0,11.0,0,Normal,Normal usage
H869,Oct,274,252,0.0,-22,-8.02919708029197,0.9197080291970803,0,0,0.0,10.0,0,Normal,Normal usage
H869,Nov,274,267,0.0,-7,-2.5547445255474455,0.9744525547445255,0,0,0.0,9.0,0,Normal,Normal usage
H869,Dec,330,343,0.0,13,3.939393939393939,1.0393939393939393,0,0,0.0,2.0,0,Normal,Normal usage
H870,Jan,348,376,0.0,28,8.045977011494253,1.0804597701149425,0,0,0.0,4.0,0,Normal,Normal usage
H870,Feb,292,321,0.0,29,9.931506849315069,1.0993150684931507,0,0,0.0,3.0,0,Normal,Normal usage
H870,Mar,292,295,0.0,3,1.0273972602739725,1.0102739726027397,0,0,0.0,7.0,0,Normal,Normal usage
H870,Apr,292,315,0.0,23,7.876712328767123,1.0787671232876712,0,0,0.0,0.0,0,Normal,Normal usage
H870,May,379,366,0.0,-13,-3.430079155672823,0.9656992084432717,0,0,0.0,8.0,0,Normal,Normal usage
H870,Jun,407,383,0.0,-24,-5.896805896805897,0.941031941031941,0,0,0.0,6.0,0,Normal,Normal usage
H870,Jul,426,456,0.0,30,7.042253521126761,1.0704225352112675,1,0,0.0,5.0,0,Normal,Very high usage detected
H870,Aug,292,318,0.0,26,8.904109589041095,1.0890410958904109,0,0,0.0,1.0,0,Normal,Normal usage
H870,Sep,292,313,0.0,21,7.191780821917808,1.071917808219178,0,0,0.0,11.0,0,Normal,Normal usage
H870,Oct,292,272,0.0,-20,-6.8493150684931505,0.9315068493150684,0,0,0.0,10.0,0,Normal,Normal usage
H870,Nov,292,295,0.0,3,1.0273972602739725,1.0102739726027397,0,0,0.0,9.0,0,Normal,Normal usage
H870,Dec,355,340,0.0,-15,-4.225352112676056,0.9577464788732394,0,0,0.0,2.0,0,Normal,Normal usage
H871,Jan,280,253,0.0,-27,-9.642857142857144,0.9035714285714286,0,0,0.0,4.0,0,Normal,Normal usage
H871,Feb,205,233,0.0,28,13.658536585365855,1.1365853658536584,0,0,0.0,3.0,0,Normal,Normal usage
H871,Mar,205,233,0.0,28,13.658536585365855,1.1365853658536584,0,0,0.0,7.0,0,Normal,Normal usage
H871,Apr,205,204,0.0,-1,-0.4878048780487805,0.9951219512195122,0,0,0.0,0.0,0,Normal,Normal usage
H871,May,314,322,0.0,8,2.547770700636943,1.0254777070063694,0,0,0.0,8.0,0,Normal,Normal usage
H871,Jun,334,320,0.0,-14,-4.191616766467066,0.9580838323353293,0,0,0.0,6.0,0,Normal,Normal usage
H871,Jul,291,286,0.0,-5,-1.718213058419244,0.9828178694158075,0,0,0.0,5.0,0,Normal,Normal usage
H871,Aug,205,182,0.0,-23,-11.219512195121952,0.8878048780487805,0,0,0.0,1.0,0,Normal,Normal usage
H871,Sep,205,206,0.0,1,0.4878048780487805,1.0048780487804878,0,0,0.0,11.0,0,Normal,Normal usage
H871,Oct,205,200,0.0,-5,-2.4390243902439024,0.975609756097561,0,0,0.0,10.0,0,Normal,Normal usage
H871,Nov,205,209,0.0,4,1.951219512195122,1.0195121951219512,0,0,0.0,9.0,0,Normal,Normal usage
H871,Dec,262,265,0.0,3,1.1450381679389312,1.0114503816793894,0,0,0.0,2.0,0,Normal,Normal usage
H872,Jan,284,307,0.0,23,8.098591549295776,1.0809859154929577,0,0,0.0,4.0,0,Normal,Normal usage
H872,Feb,242,106,1.0,-136,-56.19834710743802,0.4380165289256198,0,0,1.0,3.0,1,Suspicious,Sudden drop in usage
H872,Mar,242,220,0.0,-22,-9.090909090909092,0.9090909090909091,0,0,0.0,7.0,0,Normal,Normal usage
H872,Apr,242,265,0.0,23,9.50413223140496,1.0950413223140496,0,0,0.0,0.0,0,Normal,Normal usage
H872,May,362,344,0.0,-18,-4.972375690607735,0.9502762430939227,0,0,0.0,8.0,0,Normal,Normal usage
H872,Jun,344,368,0.0,24,6.976744186046512,1.069767441860465,0,0,0.0,6.0,0,Normal,Normal usage
H872,Jul,336,318,0.0,-18,-5.357142857142857,0.9464285714285714,0,0,0.0,5.0,0,Normal,Normal usage
H872,Aug,242,248,0.0,6,2.479338842975207,1.024793388429752,0,0,0.0,1.0,0,Normal,Normal usage
H872,Sep,242,244,0.0,2,0.8264462809917356,1.0082644628099173,0,0,0.0,11.0,0,Normal,Normal usage
H872,Oct,242,235,0.0,-7,-2.8925619834710745,0.9710743801652892,0,0,0.0,10.0,0,Normal,Normal usage
H872,Nov,242,234,0.0,-8,-3.3057851239669422,0.9669421487603306,0,0,0.0,9.0,0,Normal,Normal usage
H872,Dec,321,348,0.0,27,8.411214953271028,1.0841121495327102,0,0,0.0,2.0,0,Normal,Normal usage
H873,Jan,349,345,0.0,-4,-1.146131805157593,0.9885386819484241,0,0,0.0,4.0,0,Normal,Normal usage
H873,Feb,280,177,1.0,-103,-36.78571428571429,0.6321428571428571,0,0,1.0,3.0,1,Suspicious,Sudden drop in usage
H873,Mar,280,285,0.0,5,1.7857142857142856,1.0178571428571428,0,0,0.0,7.0,0,Normal,Normal usage
H873,Apr,280,289,0.0,9,3.214285714285714,1.0321428571428573,0,0,0.0,0.0,0,Normal,Normal usage
H873,May,425,850,1.0,425,100.0,2.0,1,0,1.0,8.0,1,Suspicious,"Unusually high consumption, Usage ratio too high, Very high usage detected"
H873,Jun,387,378,0.0,-9,-2.3255813953488373,0.9767441860465116,0,0,0.0,6.0,0,Normal,Normal usage
H873,Jul,389,417,0.0,28,7.197943444730077,1.0719794344473008,1,0,0.0,5.0,0,Normal,Very high usage detected
H873,Aug,280,287,0.0,7,2.5,1.025,0,0,0.0,1.0,0,Normal,Normal usage
H873,Sep,280,293,0.0,13,4.642857142857143,1.0464285714285715,0,0,0.0,11.0,0,Normal,Normal usage
H873,Oct,280,286,0.0,6,2.142857142857143,1.0214285714285714,0,0,0.0,10.0,0,Normal,Normal usage
H873,Nov,280,278,0.0,-2,-0.7142857142857143,0.9928571428571429,0,0,0.0,9.0,0,Normal,Normal usage
H873,Dec,350,366,0.0,16,4.571428571428571,1.0457142857142858,0,0,0.0,2.0,0,Normal,Normal usage
H874,Jan,433,460,0.0,27,6.235565819861432,1.0623556581986142,1,0,0.0,4.0,0,Normal,Very high usage detected
H874,Feb,381,399,0.0,18,4.724409448818897,1.047244094488189,0,0,0.0,3.0,0,Normal,Normal usage
H874,Mar,381,359,0.0,-22,-5.774278215223097,0.9422572178477691,0,0,0.0,7.0,0,Normal,Normal usage
H874,Apr,381,408,0.0,27,7.086614173228346,1.0708661417322836,1,0,0.0,0.0,0,Normal,Very high usage detected
H874,May,494,523,0.0,29,5.870445344129554,1.0587044534412955,1,0,0.0,8.0,0,Normal,Very high usage detected
H874,Jun,523,551,0.0,28,5.353728489483748,1.0535372848948374,1,0,0.0,6.0,0,Normal,Very high usage detected
H874,Jul,512,535,0.0,23,4.4921875,1.044921875,1,0,0.0,5.0,0,Normal,Very high usage detected
H874,Aug,381,407,0.0,26,6.824146981627297,1.068241469816273,1,0,0.0,1.0,0,Normal,Very high usage detected
H874,Sep,381,381,0.0,0,0.0,1.0,0,0,0.0,11.0,0,Normal,Normal usage
H874,Oct,381,383,0.0,2,0.5249343832020997,1.005249343832021,0,0,0.0,10.0,0,Normal,Normal usage
H874,Nov,381,387,0.0,6,1.574803149606299,1.015748031496063,0,0,0.0,9.0,0,Normal,Normal usage
H874,Dec,460,442,0.0,-18,-3.91304347826087,0.9608695652173913,1,0,0.0,2.0,0,Normal,Very high usage detected
H875,Jan,338,337,0.0,-1,-0.2958579881656805,0.9970414201183432,0,0,0.0,4.0,0,Normal,Normal usage
H875,Feb,258,287,0.0,29,11.24031007751938,1.1124031007751938,0,0,0.0,3.0,0,Normal,Normal usage
H875,Mar,258,238,0.0,-20,-7.751937984496124,0.9224806201550387,0,0,0.0,7.0,0,Normal,Normal usage
H875,Apr,258,287,0.0,29,11.24031007751938,1.1124031007751938,0,0,0.0,0.0,0,Normal,Normal usage
H875,May,394,403,0.0,9,2.284263959390863,1.0228426395939085,1,0,0.0,8.0,0,Normal,Very high usage detected
H875,Jun,346,321,0.0,-25,-7.225433526011561,0.9277456647398844,0,0,0.0,6.0,0,Normal,Normal usage
H875,Jul,397,387,0.0,-10,-2.518891687657431,0.9748110831234257,0,0,0.0,5.0,0,Normal,Normal usage
H875,Aug,258,254,0.0,-4,-1.550387596899225,0.9844961240310077,0,0,0.0,1.0,0,Normal,Normal usage
H875,Sep,258,234,0.0,-24,-9.30232558139535,0.9069767441860465,0,0,0.0,11.0,0,Normal,Normal usage
H875,Oct,258,244,0.0,-14,-5.426356589147287,0.9457364341085271,0,0,0.0,10.0,0,Normal,Normal usage
H875,Nov,258,264,0.0,6,2.3255813953488373,1.0232558139534884,0,0,0.0,9.0,0,Normal,Normal usage
H875,Dec,327,345,0.0,18,5.5045871559633035,1.055045871559633,0,0,0.0,2.0,0,Normal,Normal usage
H876,Jan,296,325,0.0,29,9.797297297297296,1.097972972972973,0,0,0.0,4.0,0,Normal,Normal usage
H876,Feb,253,272,0.0,19,7.5098814229249005,1.075098814229249,0,0,0.0,3.0,0,Normal,Normal usage
H876,Mar,253,224,0.0,-29,-11.462450592885375,0.8853754940711462,0,0,0.0,7.0,0,Normal,Normal usage
